Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
1,2003/8/8,5,1487.166,1487.408,1468.438,1471.272,-0.010823
1,2003/8/11,1,1469.262,1474.723,1462.724,1474.413,0.002135
1,2003/8/12,2,1473.987,1484.585,1472.388,1479.283,0.003303
1,2003/8/13,3,1479.669,1481.115,1465.06,1465.827,-0.009096
1,2003/8/14,4,1464.381,1475.022,1451.608,1455.899,-0.006773
1,2003/8/15,5,1454.684,1457.633,1447.11,1450.203,-0.003912
1,2003/8/18,1,1449.668,1451.666,1442.481,1445.089,-0.003526
1,2003/8/19,2,1444.659,1453.446,1444.23,1449.712,0.003199
1,2003/8/20,3,1449.496,1450.471,1432.753,1441.664,-0.005551
1,2003/8/21,4,1441.776,1442.858,1434.313,1441.09,-0.000398
1,2003/8/22,5,1438.786,1446.276,1436.902,1438.883,-0.001531
1,2003/8/25,1,1434.212,1434.212,1419.263,1422.176,-0.011611
1,2003/8/26,2,1420.854,1428.413,1417.832,1425.212,0.002135
1,2003/8/27,3,1425.145,1432.35,1420.354,1425.362,0.000105
1,2003/8/28,4,1425.734,1428.346,1414.879,1415.693,-0.006784
1,2003/8/29,5,1414.414,1422.351,1406.681,1421.983,0.004443
1,2003/9/1,1,1423.353,1450.041,1420.123,1449.816,0.019573
1,2003/9/2,2,1450.506,1456.553,1442.009,1446.512,-0.002279
1,2003/9/3,3,1446.278,1451.225,1438.693,1447.85,0.000925
1,2003/9/4,4,1447.765,1453.429,1443.383,1447.425,-0.000294
1,2003/9/5,5,1446.937,1446.975,1424.168,1431.533,-0.010979
1,2003/9/8,1,1429.463,1429.56,1421.141,1425.727,-0.004056
1,2003/9/9,2,1424.693,1429.711,1414.882,1420.074,-0.003965
1,2003/9/10,3,1419.519,1424.774,1415.723,1423.177,0.002185
1,2003/9/11,4,1422.9,1429.555,1421.821,1423.96,0.00055
1,2003/9/12,5,1426.34,1426.806,1407.952,1409.162,-0.010392
1,2003/9/15,1,1407.807,1416.076,1394.269,1397.54,-0.008247
1,2003/9/16,2,1396.753,1406.723,1389.486,1406.104,0.006128
1,2003/9/17,3,1406.248,1406.367,1386.781,1389.822,-0.01158
1,2003/9/18,4,1388.092,1395.201,1383.4,1390.485,0.000477
1,2003/9/19,5,1390.84,1395.603,1383.717,1391.37,0.000636
1,2003/9/22,1,1392.897,1395.069,1378.323,1381.443,-0.007135
1,2003/9/23,2,1380.849,1390.351,1372.854,1390.174,0.00632
1,2003/9/24,3,1391.404,1396.945,1386.788,1394.229,0.002917
1,2003/9/25,4,1394.494,1394.737,1374.791,1376.291,-0.012866
1,2003/9/26,5,1374.602,1377.871,1367.746,1370.843,-0.003958
1,2003/9/29,1,1369.437,1369.477,1353.245,1355.335,-0.011313
1,2003/9/30,2,1354.648,1371.073,1348.222,1367.161,0.008726
1,2003/10/8,3,1366.201,1373.081,1359.497,1371.685,0.003309
1,2003/10/9,4,1371.681,1379.99,1367.65,1369.174,-0.001831
1,2003/10/10,5,1369.004,1406.002,1367.109,1404.008,0.025442
1,2003/10/13,1,1405.329,1411.88,1397.693,1399.658,-0.003098
1,2003/10/14,2,1399.843,1400.747,1382.481,1388.172,-0.008206
1,2003/10/15,3,1388.245,1401.537,1380.808,1383.098,-0.003655
1,2003/10/16,4,1381.46,1382.532,1362.983,1365.505,-0.01272
1,2003/10/17,5,1365.313,1375.656,1362.415,1370.582,0.003718
1,2003/10/20,1,1369.711,1370.487,1355.552,1359.498,-0.008087
1,2003/10/21,2,1359.51,1364.605,1350.208,1364.301,0.003533
1,2003/10/22,3,1366.105,1403.101,1363.092,1398.01,0.024708
1,2003/10/23,4,1398.587,1407.39,1384.639,1386.653,-0.008124
1,2003/10/24,5,1385.898,1389.875,1376.714,1381.83,-0.003478
1,2003/10/27,1,1381.836,1383.597,1361.191,1369.463,-0.00895
1,2003/10/28,2,1365.998,1382.597,1356.488,1369.325,-0.000101
1,2003/10/29,3,1372.346,1375.91,1344.423,1361.487,-0.005724
1,2003/10/30,4,1360.018,1360.068,1340.292,1344.633,-0.012379
1,2003/10/31,5,1341.504,1364.663,1334.784,1348.303,0.002729
1,2003/11/3,1,1346.481,1367.336,1339.958,1364.055,0.011683
1,2003/11/4,2,1363.957,1412.91,1363.901,1389.545,0.018687
1,2003/11/5,3,1389.72,1396.86,1375.992,1385.11,-0.003192
1,2003/11/6,4,1384.67,1385.844,1351.095,1356.79,-0.020446
1,2003/11/7,5,1353.43,1353.454,1323.118,1335.205,-0.015909
1,2003/11/10,1,1330.957,1340.867,1322.048,1340.097,0.003664
1,2003/11/11,2,1340.32,1350.387,1331.117,1343.616,0.002626
1,2003/11/12,3,1341.569,1341.578,1316.847,1317.792,-0.01922
1,2003/11/13,4,1313.929,1324.983,1307.395,1319.608,0.001378
1,2003/11/14,5,1318.722,1331.421,1312.788,1331.051,0.008672
1,2003/11/17,1,1330.487,1333.414,1323.682,1328.103,-0.002215
1,2003/11/18,2,1334.654,1336.099,1314.987,1316.562,-0.00869
1,2003/11/19,3,1313.836,1341.563,1312.562,1338.87,0.016944
1,2003/11/20,4,1338.604,1377.118,1336.14,1376.506,0.02811
1,2003/11/21,5,1379.937,1394.568,1359.902,1361.559,-0.010859
1,2003/11/24,1,1360.328,1404.247,1360.231,1404.008,0.031177
1,2003/11/25,2,1407.755,1423.582,1400.899,1408.415,0.003139
1,2003/11/26,3,1407.302,1413.769,1398.032,1411.909,0.002481
1,2003/11/27,4,1412.308,1415.74,1387.787,1389.103,-0.016153
1,2003/11/28,5,1388.312,1401.463,1385.818,1397.225,0.005847
1,2003/12/1,1,1398.706,1432.821,1398.706,1432.703,0.025392
1,2003/12/2,2,1437.24,1444.565,1430.237,1435.314,0.001822
1,2003/12/3,3,1434.697,1462.073,1424.349,1445.026,0.006766
1,2003/12/4,4,1445.4,1454.323,1440.82,1452.809,0.005386
1,2003/12/5,5,1454.413,1456.866,1440.789,1451.118,-0.001164
1,2003/12/8,1,1452.113,1459.48,1435.139,1436.663,-0.009961
1,2003/12/9,2,1435.099,1443.61,1429.064,1443.366,0.004666
1,2003/12/10,3,1449.567,1469.713,1448.497,1469.422,0.018052
1,2003/12/11,4,1472.385,1475.377,1460.193,1470.023,0.000409
1,2003/12/12,5,1469.702,1472.864,1459.549,1470.792,0.000523
1,2003/12/15,1,1471.244,1474.671,1465.505,1470.357,-0.000296
1,2003/12/16,2,1469.119,1469.127,1441.063,1466.337,-0.002734
1,2003/12/17,3,1465.606,1480.433,1453.879,1453.995,-0.008417
1,2003/12/18,4,1450.854,1458.671,1445.08,1457.301,0.002274
1,2003/12/19,5,1463.448,1470.206,1429.71,1446.285,-0.007559
1,2003/12/22,1,1444.173,1493.535,1441.585,1492.963,0.032274
1,2003/12/23,2,1497.572,1507.035,1487.115,1500.64,0.005142
1,2003/12/24,3,1501.355,1514.317,1498.98,1513.825,0.008786
1,2003/12/25,4,1514.929,1525.299,1504.252,1512.597,-0.000811
1,2003/12/26,5,1513.113,1516.483,1504.133,1514.775,0.00144
1,2003/12/29,1,1509.281,1512.975,1495.535,1496.427,-0.012113
1,2003/12/30,2,1495.669,1513.728,1495.391,1511.691,0.0102
1,2003/12/31,3,1513.616,1516.523,1491.248,1497.044,-0.009689
1,2004/1/2,5,1492.724,1526.244,1491.694,1517.193,0.013459
1,2004/1/5,1,1516.797,1568.815,1516.697,1568.353,0.03372
1,2004/1/6,2,1568.899,1589.083,1557.927,1574.523,0.003934
1,2004/1/7,3,1574.102,1594.997,1565.087,1587.204,0.008054
1,2004/1/8,4,1587.451,1616.576,1582.88,1610.126,0.014442
1,2004/1/9,5,1612.39,1618.764,1579.686,1581.466,-0.0178
1,2004/1/12,1,1579.875,1619.094,1573.77,1618.518,0.023429
1,2004/1/13,2,1622.047,1627.486,1596.718,1612.683,-0.003605
1,2004/1/14,3,1612.916,1613.153,1585.906,1592.423,-0.012563
1,2004/1/15,4,1591.818,1601.414,1582.357,1586.493,-0.003724
1,2004/1/16,5,1589.377,1604.756,1579.241,1600.425,0.008782
1,2004/1/29,4,1605.247,1629.178,1603.314,1628.837,0.017753
1,2004/1/30,5,1631.11,1634.413,1589.401,1590.729,-0.023396
1,2004/2/2,1,1630.654,1650.291,1585.958,1623.88,0.02084
1,2004/2/3,2,1625.288,1650.236,1615.813,1649.282,0.015643
1,2004/2/4,3,1652.614,1685.765,1652.613,1685.159,0.021753
1,2004/2/5,4,1690.938,1693.9,1674.623,1693.428,0.004907
1,2004/2/6,5,1690.559,1705.908,1671.396,1679.193,-0.008406
1,2004/2/9,1,1679.581,1703.772,1679.096,1703.529,0.014493
1,2004/2/10,2,1708.896,1715.464,1683.596,1691.009,-0.007349
1,2004/2/11,3,1691.608,1692.902,1660.009,1677.759,-0.007836
1,2004/2/12,4,1679.081,1693.013,1660.313,1663.832,-0.008301
1,2004/2/13,5,1664.603,1672.439,1653.24,1658.539,-0.003181
1,2004/2/16,1,1661.452,1697.26,1661.445,1696.827,0.023085
1,2004/2/17,2,1701.409,1710.857,1693.965,1703.774,0.004094
1,2004/2/18,3,1704.745,1719.888,1697.317,1717.096,0.007819
1,2004/2/19,4,1719.309,1728.022,1710.705,1717.015,-0.000047
1,2004/2/20,5,1715.806,1722.574,1702.929,1721.752,0.002759
1,2004/2/23,1,1725.594,1730.279,1680.893,1681.654,-0.023289
1,2004/2/24,2,1675.635,1683.043,1650.177,1682.297,0.000382
1,2004/2/25,3,1684.902,1700.498,1642.691,1647.381,-0.020755
1,2004/2/26,4,1642.409,1655.295,1628.84,1654.898,0.004563
1,2004/2/27,5,1657.262,1675.323,1657.039,1675.067,0.012187
1,2004/3/1,1,1676.222,1690.07,1661.339,1689.76,0.008772
1,2004/3/2,2,1692.616,1694.815,1677.979,1687.278,-0.001469
1,2004/3/3,3,1686.964,1688.935,1654.564,1661.812,-0.015093
1,2004/3/4,4,1658.634,1670.156,1642.625,1668.874,0.00425
1,2004/3/5,5,1671.061,1675.026,1660.213,1662.096,-0.004061
1,2004/3/8,1,1660.642,1665.728,1635.438,1637.144,-0.015012
1,2004/3/9,2,1636.206,1659.647,1634.71,1637.099,-0.000027
1,2004/3/10,3,1639.68,1678.403,1639.68,1678.073,0.025028
1,2004/3/11,4,1680.313,1698.781,1672.668,1691.643,0.008087
1,2004/3/12,5,1692.87,1699.249,1680.452,1694.743,0.001833
1,2004/3/15,1,1696.942,1738.984,1696.824,1736.22,0.024474
1,2004/3/16,2,1741.623,1747.981,1730.735,1745.543,0.00537
1,2004/3/17,3,1746.74,1750.713,1730.266,1745.098,-0.000255
1,2004/3/18,4,1746.176,1755.101,1714.895,1717.26,-0.015952
1,2004/3/19,5,1715.473,1748.187,1710.836,1747.872,0.017826
1,2004/3/22,1,1749.709,1760.076,1742.372,1755.685,0.00447
1,2004/3/23,2,1755.321,1755.332,1731.489,1741.695,-0.007968
1,2004/3/24,3,1740.89,1752.418,1729.511,1740.054,-0.000942
1,2004/3/25,4,1737.488,1751.813,1725.984,1736.477,-0.002056
1,2004/3/26,5,1737.058,1741.565,1720.876,1734.047,-0.001399
1,2004/3/29,1,1734.59,1740.305,1717.864,1719.674,-0.008289
1,2004/3/30,2,1718.783,1727.178,1711.664,1724.277,0.002677
1,2004/3/31,3,1726.569,1745.703,1724.21,1741.623,0.01006
1,2004/4/1,4,1744.709,1758.982,1741.33,1758.147,0.009488
1,2004/4/2,5,1760.467,1771.673,1756.653,1768.645,0.005971
1,2004/4/5,1,1771.737,1774.12,1753.713,1766.483,-0.001222
1,2004/4/6,2,1767.322,1777.744,1754.741,1777.516,0.006246
1,2004/4/7,3,1779.427,1783.007,1771.13,1774.552,-0.001667
1,2004/4/8,4,1774.398,1778.095,1765.022,1770.279,-0.002408
1,2004/4/9,5,1770.911,1778.22,1721.59,1727.348,-0.024251
1,2004/4/12,1,1717.203,1729.622,1702.4,1722.986,-0.002525
1,2004/4/13,2,1724.578,1734.918,1710.391,1715.136,-0.004556
1,2004/4/14,3,1714.526,1716.82,1678.336,1697.156,-0.010483
1,2004/4/15,4,1697.244,1705.017,1674.911,1679.076,-0.010653
1,2004/4/16,5,1678.972,1694.557,1656.302,1693.861,0.008805
1,2004/4/19,1,1695.333,1698.691,1672.354,1675.885,-0.010612
1,2004/4/20,2,1674.363,1682.05,1659.946,1669.422,-0.003856
1,2004/4/21,3,1669.382,1675.36,1645.078,1651.577,-0.010689
1,2004/4/22,4,1649.051,1659.791,1637.29,1657.785,0.003759
1,2004/4/23,5,1653.944,1653.99,1632.559,1635.501,-0.013442
1,2004/4/26,1,1633.269,1644.502,1623.049,1635.499,-0.000001
1,2004/4/27,2,1636.438,1640.695,1608.811,1611.86,-0.014454
1,2004/4/28,3,1606.421,1615.143,1589.1,1606.801,-0.003139
1,2004/4/29,4,1605.302,1613.555,1578.094,1579.447,-0.017024
1,2004/4/30,5,1579.966,1599.561,1572.23,1595.587,0.010219
1,2004/5/10,1,1600.626,1603.074,1555.26,1560.215,-0.022169
1,2004/5/11,2,1556.717,1570.761,1545.631,1568.059,0.005028
1,2004/5/12,3,1568.409,1604.424,1564.139,1603.768,0.022773
1,2004/5/13,4,1605.704,1606.072,1589.458,1597.57,-0.003865
1,2004/5/14,5,1596.734,1597.319,1558.538,1562.688,-0.021834
1,2004/5/17,1,1556.673,1562.392,1537.466,1539.959,-0.014545
1,2004/5/18,2,1537.338,1555.859,1526.238,1555.442,0.010054
1,2004/5/19,3,1559.262,1575.378,1548.161,1558.287,0.001829
1,2004/5/20,4,1556.685,1571.303,1542.219,1549.061,-0.005921
1,2004/5/21,5,1548.563,1559.859,1545.619,1558.33,0.005984
1,2004/5/24,1,1559.552,1562.332,1547.359,1550.348,-0.005122
1,2004/5/25,2,1549.021,1549.588,1516.345,1518.045,-0.020836
1,2004/5/26,3,1515.156,1529.914,1508.645,1524.436,0.00421
1,2004/5/27,4,1524.943,1559.551,1515.973,1557.178,0.021478
1,2004/5/28,5,1558.416,1561.004,1545.648,1548.722,-0.00543
1,2004/5/31,1,1549.031,1556.794,1544.713,1555.906,0.004639
1,2004/6/1,2,1555.562,1579.82,1553.118,1579.658,0.015266
1,2004/6/2,3,1580.209,1580.57,1562.239,1567.067,-0.007971
1,2004/6/3,4,1566.421,1566.828,1540.741,1543.527,-0.015022
1,2004/6/4,5,1541.093,1549.496,1534.992,1542.086,-0.000934
1,2004/6/7,1,1538.463,1538.499,1508.874,1517.145,-0.016174
1,2004/6/8,2,1514.783,1519.991,1488.63,1493.814,-0.015378
1,2004/6/9,3,1492.199,1497.182,1464.16,1468.071,-0.017233
1,2004/6/10,4,1465.556,1478.167,1456.321,1468.344,0.000186
1,2004/6/11,5,1471.689,1499.459,1469.536,1472.072,0.002539
1,2004/6/14,1,1471.446,1471.446,1431.314,1438.736,-0.022646
1,2004/6/15,2,1436.082,1469.571,1433.033,1463.777,0.017405
1,2004/6/16,3,1465.227,1491.686,1452.578,1475.416,0.007951
1,2004/6/17,4,1475.273,1478.489,1443.534,1445.501,-0.020276
1,2004/6/18,5,1442.476,1442.48,1411.031,1427.301,-0.012591
1,2004/6/21,1,1421.828,1434.204,1414.969,1433.467,0.00432
1,2004/6/22,2,1434.416,1456.13,1430.963,1450.683,0.01201
1,2004/6/23,3,1450.069,1450.109,1428.797,1440.729,-0.006862
1,2004/6/24,4,1438.311,1447.394,1426.492,1427.754,-0.009006
1,2004/6/25,5,1426.554,1434.473,1399.391,1401.113,-0.018659
1,2004/6/28,1,1396.361,1397.522,1380.197,1385.181,-0.011371
1,2004/6/29,2,1384.643,1409.376,1376.218,1408.689,0.016971
1,2004/6/30,3,1408.272,1415.844,1394.676,1399.162,-0.006763
1,2004/7/1,4,1398.198,1445.102,1396.347,1441.068,0.029951
1,2004/7/2,5,1441.121,1447.612,1428.074,1441.19,0.000085
1,2004/7/5,1,1440.17,1444.932,1429.12,1444.59,0.002359
1,2004/7/6,2,1445.398,1466.784,1445.316,1450.501,0.004092
1,2004/7/7,3,1448.95,1448.956,1434.293,1438.398,-0.008344
1,2004/7/8,4,1436.473,1440.638,1426.948,1439.783,0.000963
1,2004/7/9,5,1439.735,1451.752,1429.139,1430.654,-0.006341
1,2004/7/12,1,1426.251,1426.251,1393.807,1397.148,-0.02342
1,2004/7/13,2,1395.353,1403.141,1389.159,1399.461,0.001656
1,2004/7/14,3,1399.865,1408.987,1378.912,1403.755,0.003068
1,2004/7/15,4,1404.471,1422.256,1399.984,1421.544,0.012672
1,2004/7/16,5,1423.687,1458.385,1422.24,1456.13,0.02433
1,2004/7/19,1,1456.771,1465.84,1447.05,1457.537,0.000966
1,2004/7/20,2,1457.227,1457.291,1440.056,1447.941,-0.006584
1,2004/7/21,3,1446.517,1452.859,1436.847,1448.037,0.000066
1,2004/7/22,4,1448.128,1449.686,1404.542,1407.438,-0.028037
1,2004/7/23,5,1403.36,1408.457,1387.262,1407.396,-0.00003
1,2004/7/26,1,1401.843,1401.881,1381.905,1387.67,-0.014016
1,2004/7/27,2,1386.995,1395.311,1373.422,1384.128,-0.002552
1,2004/7/28,3,1385.504,1397.167,1366.503,1388.81,0.003383
1,2004/7/29,4,1388.617,1407.342,1385.962,1407.331,0.013336
1,2004/7/30,5,1408.489,1409.119,1384.738,1386.202,-0.015014
1,2004/8/2,1,1381.877,1383.077,1370.499,1373.217,-0.009367
1,2004/8/3,2,1371.275,1378.196,1363.693,1366.258,-0.005068
1,2004/8/4,3,1365.665,1424.553,1364.009,1404.505,0.027994
1,2004/8/5,4,1402.374,1413.082,1387.546,1389.039,-0.011012
1,2004/8/6,5,1388.073,1400.954,1380.315,1390.461,0.001024
1,2004/8/9,1,1388.084,1397.59,1382.943,1395.848,0.003874
1,2004/8/10,2,1396.623,1404.722,1390.943,1400.769,0.003525
1,2004/8/11,3,1401.021,1401.251,1382.244,1384.964,-0.011283
1,2004/8/12,4,1378.794,1378.794,1357.079,1368.196,-0.012107
1,2004/8/13,5,1361.985,1377.816,1358.315,1368.45,0.000186
1,2004/8/16,1,1366.516,1369.866,1350.839,1354.511,-0.010186
1,2004/8/17,2,1354.382,1364.409,1344.813,1360.2,0.0042
1,2004/8/18,3,1359.871,1371.234,1357.027,1358.216,-0.001459
1,2004/8/19,4,1357.231,1357.268,1333.479,1339.05,-0.014111
1,2004/8/20,5,1338.307,1349.475,1327.769,1341.738,0.002007
1,2004/8/23,1,1339.933,1339.936,1322.979,1325.413,-0.012167
1,2004/8/24,2,1323.791,1347.151,1317.556,1344.626,0.014496
1,2004/8/25,3,1344.462,1346.967,1334.292,1339.784,-0.003601
1,2004/8/26,4,1339.616,1340.948,1330.223,1334.422,-0.004002
1,2004/8/27,5,1333.307,1337.73,1314.6,1320.614,-0.010348
1,2004/8/30,1,1318.318,1322.232,1310.024,1319.407,-0.000914
1,2004/8/31,2,1342.302,1360.754,1331.762,1342.062,0.017171
1,2004/9/1,3,1340.75,1340.771,1319.862,1321.462,-0.01535
1,2004/9/2,4,1319.071,1328.607,1303.188,1327.927,0.004892
1,2004/9/3,5,1327.807,1333.219,1319.825,1327.116,-0.000611
1,2004/9/6,1,1326.459,1326.873,1315.958,1321.465,-0.004258
1,2004/9/7,2,1321.208,1325.683,1312.312,1324.294,0.002141
1,2004/9/8,3,1322.84,1323.259,1302.113,1309.333,-0.011297
1,2004/9/9,4,1307.468,1307.472,1281.749,1284.307,-0.019114
1,2004/9/10,5,1281.583,1287.747,1270.937,1287.081,0.00216
1,2004/9/13,1,1285.319,1285.319,1259.432,1260.316,-0.020795
1,2004/9/14,2,1266.232,1305.734,1266.232,1300.357,0.031771
1,2004/9/15,3,1303.288,1374.036,1301.376,1355.226,0.042195
1,2004/9/16,4,1364.25,1377.99,1354.2,1371.201,0.011788
1,2004/9/17,5,1373.499,1415.64,1368.543,1414.702,0.031725
1,2004/9/20,1,1423.972,1463.793,1422.899,1463.221,0.034296
1,2004/9/21,2,1466.203,1467.543,1436.51,1448.562,-0.010018
1,2004/9/22,3,1444.254,1451.413,1414.701,1420.148,-0.019615
1,2004/9/23,4,1417.391,1464.976,1408.61,1464.779,0.031427
1,2004/9/24,5,1475.091,1496.214,1434.31,1435.563,-0.019946
1,2004/9/27,1,1452.508,1466.402,1419.313,1427.398,-0.005688
1,2004/9/28,2,1430.221,1438.048,1416.603,1435.589,0.005738
1,2004/9/29,3,1436.706,1438.977,1417.829,1420.009,-0.010853
1,2004/9/30,4,1418.108,1420.052,1390.684,1396.7,-0.016415
1,2004/10/8,5,1395.669,1423.204,1373.928,1422.929,0.018779
1,2004/10/11,1,1424.225,1437.572,1409.223,1413.154,-0.00687
1,2004/10/12,2,1410.61,1410.61,1380.692,1384.439,-0.02032
1,2004/10/13,3,1382.356,1393.652,1372.063,1386.721,0.001648
1,2004/10/14,4,1386.858,1387.362,1331.131,1332.938,-0.038784
1,2004/10/15,5,1328.472,1340.116,1312.55,1330.518,-0.001816
1,2004/10/18,1,1332.521,1341.783,1316.323,1335.394,0.003665
1,2004/10/19,2,1339.064,1361.814,1334.465,1337.618,0.001665
1,2004/10/20,3,1337.714,1337.715,1311.877,1330.584,-0.005259
1,2004/10/21,4,1331.22,1340.963,1304.544,1310.545,-0.01506
1,2004/10/22,5,1310.854,1330.56,1294.041,1329.355,0.014353
1,2004/10/25,1,1337.254,1346.881,1308.892,1311.151,-0.013694
1,2004/10/26,2,1309.622,1325.202,1289.873,1324.783,0.010397
1,2004/10/27,3,1326.917,1343.029,1314.867,1342.799,0.013599
1,2004/10/28,4,1340.815,1356.631,1336.75,1341.737,-0.000791
1,2004/10/29,5,1316.599,1337.276,1304.067,1320.536,-0.015801
1,2004/11/1,1,1317.658,1323.101,1304.294,1305.291,-0.011545
1,2004/11/2,2,1303.878,1306.278,1290.988,1301.528,-0.002883
1,2004/11/3,3,1304.575,1327.5,1301.324,1326.749,0.019378
1,2004/11/4,4,1328.115,1338.264,1301.363,1304.776,-0.016562
1,2004/11/5,5,1308.654,1315.941,1298.707,1305.128,0.00027
1,2004/11/8,1,1303.522,1307.619,1292.909,1304.229,-0.000689
1,2004/11/9,2,1304.371,1313.151,1299.942,1307.429,0.002454
1,2004/11/10,3,1310.319,1360.713,1302.704,1354.386,0.035916
1,2004/11/11,4,1358.647,1379.86,1346.029,1347.07,-0.005402
1,2004/11/12,5,1346.843,1360.329,1341.124,1352.217,0.003821
1,2004/11/15,1,1354.478,1370.616,1354.478,1370.046,0.013185
1,2004/11/16,2,1372.576,1376.189,1361.279,1370.389,0.00025
1,2004/11/17,3,1370.698,1370.792,1350.521,1356.138,-0.010399
1,2004/11/18,4,1353.498,1368.061,1352.886,1367.828,0.00862
1,2004/11/19,5,1369.806,1380.076,1365.241,1379.96,0.00887
1,2004/11/22,1,1381.579,1387.342,1374.406,1383.02,0.002217
1,2004/11/23,2,1383.525,1383.787,1368.143,1371.244,-0.008515
1,2004/11/24,3,1371.323,1380.766,1358.452,1359.125,-0.008838
1,2004/11/25,4,1358.408,1362.159,1348.406,1358.333,-0.000583
1,2004/11/26,5,1357.536,1362.494,1354.795,1356.727,-0.001182
1,2004/11/29,1,1354.575,1354.575,1335.608,1337.434,-0.01422
1,2004/11/30,2,1335.998,1341.482,1332.288,1340.771,0.002495
1,2004/12/1,3,1340.916,1342.546,1332.967,1334.944,-0.004346
1,2004/12/2,4,1333.573,1334.058,1324.553,1333.09,-0.001389
1,2004/12/3,5,1333.009,1343.711,1332.856,1337.197,0.003081
1,2004/12/6,1,1337.807,1342.831,1327.383,1339.644,0.00183
1,2004/12/7,2,1339.818,1340.879,1322.818,1323.752,-0.011863
1,2004/12/8,3,1331.277,1337.87,1322.051,1326.438,0.002029
1,2004/12/9,4,1326.744,1352.455,1318.468,1338.81,0.009327
1,2004/12/10,5,1336.628,1340.365,1316.643,1317.717,-0.015755
1,2004/12/13,1,1312.605,1314.4,1299.804,1309.695,-0.006088
1,2004/12/14,2,1309.066,1315.894,1303.149,1307.553,-0.001635
1,2004/12/15,3,1307.34,1317.816,1291.855,1313.045,0.0042
1,2004/12/16,4,1311.027,1317.617,1302.485,1305.018,-0.006113
1,2004/12/17,5,1303.94,1303.94,1288.237,1290.49,-0.011132
1,2004/12/20,1,1286.066,1286.066,1272.146,1275.459,-0.011648
1,2004/12/21,2,1275.087,1285.705,1271.03,1275.17,-0.000227
1,2004/12/22,3,1277.183,1307.726,1275.063,1307.57,0.025408
1,2004/12/23,4,1308.576,1308.589,1280.718,1282.719,-0.019005
1,2004/12/24,5,1281.318,1290.657,1280.38,1285.036,0.001806
1,2004/12/27,1,1285.41,1292.313,1276.73,1280.272,-0.003707
1,2004/12/28,2,1280.931,1283.631,1271.91,1278.943,-0.001038
1,2004/12/29,3,1278.688,1285.549,1270.887,1274.313,-0.00362
1,2004/12/30,4,1273.154,1280.571,1264.152,1273.709,-0.000474
1,2004/12/31,5,1275.386,1280.827,1264.486,1266.496,-0.005663
1,2005/1/4,2,1260.782,1260.782,1238.179,1242.774,-0.01873
1,2005/1/5,3,1241.682,1258.58,1235.746,1251.937,0.007373
1,2005/1/6,4,1252.493,1252.735,1234.236,1239.43,-0.00999
1,2005/1/7,5,1239.323,1256.313,1235.508,1244.746,0.004289
1,2005/1/10,1,1243.576,1252.723,1236.089,1252.401,0.00615
1,2005/1/11,2,1252.711,1260.871,1247.835,1257.462,0.004041
1,2005/1/12,3,1257.17,1257.193,1246.422,1256.923,-0.000429
1,2005/1/13,4,1255.718,1259.499,1251.016,1256.314,-0.000485
1,2005/1/14,5,1255.871,1268.856,1243.873,1245.62,-0.008512
1,2005/1/17,1,1235.574,1236.397,1214.065,1216.652,-0.023256
1,2005/1/18,2,1215.776,1226.043,1207.052,1225.454,0.007235
1,2005/1/19,3,1225.075,1225.075,1214.635,1218.108,-0.005995
1,2005/1/20,4,1213.368,1213.96,1199.167,1204.394,-0.011258
1,2005/1/21,5,1201.933,1237.909,1189.211,1234.476,0.024977
1,2005/1/24,1,1258.024,1265.949,1239.8,1255.777,0.017255
1,2005/1/25,2,1252.354,1254.866,1239.164,1254.234,-0.001229
1,2005/1/26,3,1252.372,1254.232,1240.131,1241.958,-0.009788
1,2005/1/27,4,1239.579,1241.137,1223.877,1225.891,-0.012937
1,2005/1/28,5,1223.727,1226.304,1208.857,1213.673,-0.009967
1,2005/1/31,1,1210.755,1210.755,1190.173,1191.823,-0.018003
1,2005/2/1,2,1189.501,1203.066,1187.26,1188.93,-0.002427
1,2005/2/2,3,1189.502,1253.159,1189.502,1252.5,0.053468
1,2005/2/3,4,1253.813,1269.155,1236.179,1242.307,-0.008138
1,2005/2/4,5,1238.609,1274.115,1235.64,1269.004,0.02149
1,2005/2/16,3,1276.015,1291.465,1270.318,1278.88,0.007782
1,2005/2/17,4,1280.028,1280.028,1263.711,1276.134,-0.002147
1,2005/2/18,5,1275.664,1278.624,1258.561,1258.969,-0.013451
1,2005/2/21,1,1259.528,1284.937,1259.509,1284.48,0.020263
1,2005/2/22,2,1285.629,1312.533,1282.783,1309.277,0.019305
1,2005/2/23,3,1309.624,1316.588,1299.146,1309.475,0.000151
1,2005/2/24,4,1307.036,1310.967,1296.979,1309.949,0.000362
1,2005/2/25,5,1311.367,1328.533,1311.205,1312.445,0.001905
1,2005/2/28,1,1311.439,1315.137,1298.928,1306.003,-0.004908
1,2005/3/1,2,1305.249,1308.758,1295.642,1303.412,-0.001984
1,2005/3/2,3,1303.31,1316.723,1285.916,1287.45,-0.012246
1,2005/3/3,4,1285.197,1295.253,1276.88,1294.339,0.005351
1,2005/3/4,5,1294.156,1299.596,1286.481,1287.714,-0.005118
1,2005/3/7,1,1288.408,1296.88,1287.74,1293.739,0.004679
1,2005/3/8,2,1298.25,1318.895,1296.908,1318.271,0.018962
